Blank,Type,Model,Asset Status,MAC Address,Serial,Asset Tag,Computer Name,Asset Condition,Delivery Date,Warranty,OS,Asset Remarks,Blank,Blank,Blank,Brand,Active Directory,Country,OS Version,Supplier,Disposal Date
,Laptop,Dell Latitude 5420,In Use,3814280B7A8C,,,PH-L2JB6ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223271,,,PH-L5H75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814281D106F,,,PH-L7S46ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,38142812E3DB,,,PH-LDMS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428222EF1,,,PH-LJK75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,38142822287C,,,PH-LDL75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814281EEF75,,,PH-L3M75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223465,,,PH-L4S15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428222C34,,,PH-L8LS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428222EC2,,,PH-LHW15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,3814281D9B3C,,,PH-LFTL5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,38142822344E,,,PH-LJR15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,38142812E78F,,,PH-LFNS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,3814280B7BEB,,,PH-L3NS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,74782781348C,,,PH-LG291ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,3814281D963E,,,PH-L6X46ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428153294,,,PH-LJC75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428222C35,,,PH-L5T15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428223194,,,PH-LGB75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,3814282231AF,,,PH-L7W15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428223363,,,PH-LHG75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428222B7B,,,PH-LH7F5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428223367,,,PH-LC8F5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282231B0,,,PH-L7X15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,38142822324B,,,PH-LFF75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282223EE,,,PH-LCV15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,38142811FF81,,,PH-L1891ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428222B90,,,PH-LFH75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282233EE,,,PH-L5L75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,38142822310000000,,,PH-L2T15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428223368,,,PH-L1F75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428117CBA,,,PH-LFMS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223270,,,PH-LJ975ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,3814281179A8,,,PH-L3791ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282232A1,,,PH-L51F5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428222ED5,,,PH-LC975ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282223ED,,,PH-LFT15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223006,,,PH-LCH75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,38142822344B,,,PH-L1T15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,38142814CC9E,,,PH-L1LS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282231AD,,,PH-L2J75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,38142811E78A TO 3814282FF6606,,,PH-L2PS5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428222ED4,,,PH-L5B75ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,381428223351,,,PH-L3XL5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,3814281D9F76,,,PH-L2YL5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,38142822324A,,,PH-LJRL5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,381428222EC3,,,PH-L2X15ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Stock,3814282232A0,,,PH-L1ZD5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
,Laptop,Dell Latitude 5420,In Use,3814282232A4,,,PH-L5PL5ZD3,,2021-06-11,,,,,Migration,2021-07-12,,,,,,
